ставка_№,банк_до,пик_до,ставка_абс,ставка_%живого,исход,банк_после,DD_от_пика_%
3117,2002.0478,2238.4316,20.0205,1.0000,LOSS,1982.0273,-10.56
3118,1982.0273,2238.4316,19.8203,1.0000,WIN,2001.8476,-11.45
3119,2001.8476,2238.4316,20.0185,1.0000,WIN,2021.8660,-10.57
3120,2021.8660,2238.4316,20.2187,1.0000,WIN,2042.0847,-9.67
3121,2042.0847,2238.4316,20.4208,1.0000,LOSS,2021.6639,-8.77
3122,2021.6639,2238.4316,20.2166,1.0000,LOSS,2001.4472,-9.68
3123,2001.4472,2238.4316,20.0145,1.0000,WIN,2021.4617,-10.59
3124,2021.4617,2238.4316,20.2146,1.0000,WIN,2041.6763,-9.69
3125,2041.6763,2238.4316,20.4168,1.0000,WIN,2062.0931,-8.79
3126,2062.0931,2238.4316,20.6209,1.0000,LOSS,2041.4721,-7.88
3127,2041.4721,2238.4316,20.4147,1.0000,LOSS,2021.0574,-8.80
3128,2021.0574,2238.4316,20.2106,1.0000,WIN,2041.2680,-9.71
3129,2041.2680,2238.4316,20.4127,1.0000,WIN,2061.6807,-8.81
3130,2061.6807,2238.4316,20.6168,1.0000,LOSS,2041.0639,-7.90
3131,2041.0639,2238.4316,20.4106,1.0000,LOSS,2020.6532,-8.82
3132,2020.6532,2238.4316,20.2065,1.0000,WIN,2040.8598,-9.73
3133,2040.8598,2238.4316,20.4086,1.0000,LOSS,2020.4512,-8.83
3134,2020.4512,2238.4316,20.2045,1.0000,LOSS,2000.2466,-9.74
3135,2000.2466,2238.4316,20.0025,1.0000,LOSS,1980.2442,-10.64
3136,1980.2442,2238.4316,19.8024,1.0000,WIN,2000.0466,-11.53
3137,2000.0466,2238.4316,20.0005,1.0000,WIN,2020.0471,-10.65
3138,2020.0471,2238.4316,20.2005,1.0000,LOSS,1999.8466,-9.76
3139,1999.8466,2238.4316,19.9985,1.0000,WIN,2019.8451,-10.66
3140,2019.8451,2238.4316,20.1985,1.0000,LOSS,1999.6466,-9.77
3141,1999.6466,2238.4316,19.9965,1.0000,WIN,2019.6431,-10.67
3142,2019.6431,2238.4316,20.1964,1.0000,LOSS,1999.4467,-9.77
3143,1999.4467,2238.4316,19.9945,1.0000,LOSS,1979.4522,-10.68
3144,1979.4522,2238.4316,19.7945,1.0000,WIN,1999.2467,-11.57
3145,1999.2467,2238.4316,19.9925,1.0000,LOSS,1979.2543,-10.69
3146,1979.2543,2238.4316,19.7925,1.0000,WIN,1999.0468,-11.58
3147,1999.0468,2238.4316,19.9905,1.0000,LOSS,1979.0563,-10.69
3148,1979.0563,2238.4316,19.7906,1.0000,WIN,1998.8469,-11.59
3149,1998.8469,2238.4316,19.9885,1.0000,LOSS,1978.8584,-10.70
3150,1978.8584,2238.4316,19.7886,1.0000,WIN,1998.6470,-11.60
3151,1998.6470,2238.4316,19.9865,1.0000,LOSS,1978.6605,-10.71
3152,1978.6605,2238.4316,19.7866,1.0000,WIN,1998.4471,-11.61
3153,1998.4471,2238.4316,19.9845,1.0000,LOSS,1978.4627,-10.72
3154,1978.4627,2238.4316,19.7846,1.0000,LOSS,1958.6780,-11.61
3155,1958.6780,2238.4316,19.5868,1.0000,WIN,1978.2648,-12.50
3156,1978.2648,2238.4316,19.7826,1.0000,LOSS,1958.4822,-11.62
3157,1958.4822,2238.4316,19.5848,1.0000,LOSS,1938.8974,-12.51
3158,1938.8974,2238.4316,19.3890,1.0000,LOSS,1919.5084,-13.38
3159,1919.5084,2238.4316,19.1951,1.0000,WIN,1938.7035,-14.25
3160,1938.7035,2238.4316,19.3870,1.0000,WIN,1958.0905,-13.39
3161,1958.0905,2238.4316,19.5809,1.0000,LOSS,1938.5096,-12.52
3162,1938.5096,2238.4316,19.3851,1.0000,LOSS,1919.1245,-13.40
3163,1919.1245,2238.4316,19.1912,1.0000,LOSS,1899.9333,-14.26
3164,1899.9333,2238.4316,18.9993,1.0000,WIN,1918.9326,-15.12
3165,1918.9326,2238.4316,19.1893,1.0000,LOSS,1899.7433,-14.27
3166,1899.7433,2238.4316,18.9974,1.0000,LOSS,1880.7458,-15.13
3167,1880.7458,2238.4316,18.8075,1.0000,WIN,1899.5533,-15.98
3168,1899.5533,2238.4316,18.9955,1.0000,LOSS,1880.5578,-15.14
3169,1880.5578,2238.4316,18.8056,1.0000,LOSS,1861.7522,-15.99
3170,1861.7522,2238.4316,18.6175,1.0000,LOSS,1843.1347,-16.83
3171,1843.1347,2238.4316,18.4313,1.0000,LOSS,1824.7033,-17.66
3172,1824.7033,2238.4316,18.2470,1.0000,LOSS,1806.4563,-18.48
3173,1806.4563,2238.4316,18.0646,1.0000,LOSS,1788.3917,-19.30
3174,1788.3917,2238.4316,17.8839,1.0000,LOSS,1770.5078,-20.11
3175,1770.5078,2238.4316,17.7051,1.0000,LOSS,1752.8027,-20.90
3176,1752.8027,2238.4316,17.5280,1.0000,LOSS,1735.2747,-21.70
3177,1735.2747,2238.4316,17.3527,1.0000,LOSS,1717.9219,-22.48
3178,1717.9219,2238.4316,17.1792,1.0000,LOSS,1700.7427,-23.25
3179,1700.7427,2238.4316,17.0074,1.0000,LOSS,1683.7353,-24.02
3180,1683.7353,2238.4316,16.8374,1.0000,WIN,1700.5727,-24.78
3181,1700.5727,2238.4316,17.0057,1.0000,WIN,1717.5784,-24.03
3182,1717.5784,2238.4316,17.1758,1.0000,LOSS,1700.4026,-23.27
3183,1700.4026,2238.4316,17.0040,1.0000,WIN,1717.4066,-24.04
3184,1717.4066,2238.4316,17.1741,1.0000,WIN,1734.5807,-23.28
3185,1734.5807,2238.4316,17.3458,1.0000,LOSS,1717.2349,-22.51
3186,1717.2349,2238.4316,17.1723,1.0000,WIN,1734.4072,-23.28
3187,1734.4072,2238.4316,17.3441,1.0000,WIN,1751.7513,-22.52
3188,1751.7513,2238.4316,17.5175,1.0000,WIN,1769.2688,-21.74
3189,1769.2688,2238.4316,17.6927,1.0000,WIN,1786.9615,-20.96
3190,1786.9615,2238.4316,17.8696,1.0000,LOSS,1769.0919,-20.17
3191,1769.0919,2238.4316,17.6909,1.0000,WIN,1786.7828,-20.97
3192,1786.7828,2238.4316,17.8678,1.0000,WIN,1804.6506,-20.18
3193,1804.6506,2238.4316,18.0465,1.0000,LOSS,1786.6041,-19.38
3194,1786.6041,2238.4316,17.8660,1.0000,WIN,1804.4702,-20.19
3195,1804.4702,2238.4316,18.0447,1.0000,WIN,1822.5149,-19.39
3196,1822.5149,2238.4316,18.2251,1.0000,LOSS,1804.2897,-18.58
3197,1804.2897,2238.4316,18.0429,1.0000,WIN,1822.3326,-19.39
3198,1822.3326,2238.4316,18.2233,1.0000,LOSS,1804.1093,-18.59
3199,1804.1093,2238.4316,18.0411,1.0000,WIN,1822.1504,-19.40
3200,1822.1504,2238.4316,18.2215,1.0000,WIN,1840.3719,-18.60
3201,1840.3719,2238.4316,18.4037,1.0000,LOSS,1821.9682,-17.78
3202,1821.9682,2238.4316,18.2197,1.0000,LOSS,1803.7485,-18.61
3203,1803.7485,2238.4316,18.0375,1.0000,LOSS,1785.7110,-19.42
3204,1785.7110,2238.4316,17.8571,1.0000,LOSS,1767.8539,-20.22
3205,1767.8539,2238.4316,17.6785,1.0000,WIN,1785.5324,-21.02
3206,1785.5324,2238.4316,17.8553,1.0000,WIN,1803.3878,-20.23
3207,1803.3878,2238.4316,18.0339,1.0000,LOSS,1785.3539,-19.44
3208,1785.3539,2238.4316,17.8535,1.0000,LOSS,1767.5003,-20.24
3209,1767.5003,2238.4316,17.6750,1.0000,LOSS,1749.8253,-21.04
3210,1749.8253,2238.4316,17.4983,1.0000,LOSS,1732.3271,-21.83
3211,1732.3271,2238.4316,17.3233,1.0000,WIN,1749.6504,-22.61
3212,1749.6504,2238.4316,17.4965,1.0000,WIN,1767.1469,-21.84
3213,1767.1469,2238.4316,17.6715,1.0000,WIN,1784.8183,-21.05
3214,1784.8183,2238.4316,17.8482,1.0000,WIN,1802.6665,-20.26
3215,1802.6665,2238.4316,18.0267,1.0000,WIN,1820.6932,-19.47
3216,1820.6932,2238.4316,18.2069,1.0000,WIN,1838.9001,-18.66
3217,1838.9001,2238.4316,18.3890,1.0000,WIN,1857.2891,-17.85
3218,1857.2891,2238.4316,18.5729,1.0000,WIN,1875.8620,-17.03
3219,1875.8620,2238.4316,18.7586,1.0000,WIN,1894.6206,-16.20
3220,1894.6206,2238.4316,18.9462,1.0000,LOSS,1875.6744,-15.36
3221,1875.6744,2238.4316,18.7567,1.0000,LOSS,1856.9177,-16.21
3222,1856.9177,2238.4316,18.5692,1.0000,LOSS,1838.3485,-17.04
3223,1838.3485,2238.4316,18.3835,1.0000,LOSS,1819.9650,-17.87
3224,1819.9650,2238.4316,18.1997,1.0000,WIN,1838.1647,-18.69
3225,1838.1647,2238.4316,18.3816,1.0000,LOSS,1819.7830,-17.88
3226,1819.7830,2238.4316,18.1978,1.0000,LOSS,1801.5852,-18.70
3227,1801.5852,2238.4316,18.0159,1.0000,WIN,1819.6010,-19.52
3228,1819.6010,2238.4316,18.1960,1.0000,LOSS,1801.4050,-18.71
3229,1801.4050,2238.4316,18.0141,1.0000,LOSS,1783.3910,-19.52
3230,1783.3910,2238.4316,17.8339,1.0000,WIN,1801.2249,-20.33
3231,1801.2249,2238.4316,18.0122,1.0000,LOSS,1783.2126,-19.53
3232,1783.2126,2238.4316,17.8321,1.0000,LOSS,1765.3805,-20.34
3233,1765.3805,2238.4316,17.6538,1.0000,LOSS,1747.7267,-21.13
3234,1747.7267,2238.4316,17.4773,1.0000,LOSS,1730.2494,-21.92
3235,1730.2494,2238.4316,17.3025,1.0000,WIN,1747.5519,-22.70
3236,1747.5519,2238.4316,17.4755,1.0000,LOSS,1730.0764,-21.93
3237,1730.0764,2238.4316,17.3008,1.0000,WIN,1747.3772,-22.71
3238,1747.3772,2238.4316,17.4738,1.0000,LOSS,1729.9034,-21.94
3239,1729.9034,2238.4316,17.2990,1.0000,WIN,1747.2024,-22.72
3240,1747.2024,2238.4316,17.4720,1.0000,WIN,1764.6745,-21.95
3241,1764.6745,2238.4316,17.6467,1.0000,WIN,1782.3212,-21.16
3242,1782.3212,2238.4316,17.8232,1.0000,LOSS,1764.4980,-20.38
3243,1764.4980,2238.4316,17.6450,1.0000,LOSS,1746.8530,-21.17
3244,1746.8530,2238.4316,17.4685,1.0000,WIN,1764.3215,-21.96
3245,1764.3215,2238.4316,17.6432,1.0000,WIN,1781.9648,-21.18
3246,1781.9648,2238.4316,17.8196,1.0000,LOSS,1764.1451,-20.39
3247,1764.1451,2238.4316,17.6415,1.0000,LOSS,1746.5037,-21.19
3248,1746.5037,2238.4316,17.4650,1.0000,WIN,1763.9687,-21.98
3249,1763.9687,2238.4316,17.6397,1.0000,LOSS,1746.3290,-21.20
3250,1746.3290,2238.4316,17.4633,1.0000,LOSS,1728.8657,-21.98
3251,1728.8657,2238.4316,17.2887,1.0000,WIN,1746.1544,-22.76
3252,1746.1544,2238.4316,17.4615,1.0000,WIN,1763.6159,-21.99
3253,1763.6159,2238.4316,17.6362,1.0000,LOSS,1745.9798,-21.21
3254,1745.9798,2238.4316,17.4598,1.0000,LOSS,1728.5200,-22.00
3255,1728.5200,2238.4316,17.2852,1.0000,LOSS,1711.2348,-22.78
3256,1711.2348,2238.4316,17.1123,1.0000,LOSS,1694.1224,-23.55
3257,1694.1224,2238.4316,16.9412,1.0000,WIN,1711.0636,-24.32
3258,1711.0636,2238.4316,17.1106,1.0000,WIN,1728.1743,-23.56
3259,1728.1743,2238.4316,17.2817,1.0000,WIN,1745.4560,-22.80
3260,1745.4560,2238.4316,17.4546,1.0000,WIN,1762.9106,-22.02
3261,1762.9106,2238.4316,17.6291,1.0000,LOSS,1745.2815,-21.24
3262,1745.2815,2238.4316,17.4528,1.0000,WIN,1762.7343,-22.03
3263,1762.7343,2238.4316,17.6273,1.0000,WIN,1780.3616,-21.25
3264,1780.3616,2238.4316,17.8036,1.0000,LOSS,1762.5580,-20.46
3265,1762.5580,2238.4316,17.6256,1.0000,WIN,1780.1836,-21.26
3266,1780.1836,2238.4316,17.8018,1.0000,WIN,1797.9854,-20.47
3267,1797.9854,2238.4316,17.9799,1.0000,WIN,1815.9653,-19.68
3268,1815.9653,2238.4316,18.1597,1.0000,WIN,1834.1249,-18.87
3269,1834.1249,2238.4316,18.3412,1.0000,WIN,1852.4662,-18.06
3270,1852.4662,2238.4316,18.5247,1.0000,LOSS,1833.9415,-17.24
3271,1833.9415,2238.4316,18.3394,1.0000,LOSS,1815.6021,-18.07
3272,1815.6021,2238.4316,18.1560,1.0000,LOSS,1797.4461,-18.89
3273,1797.4461,2238.4316,17.9745,1.0000,LOSS,1779.4716,-19.70
3274,1779.4716,2238.4316,17.7947,1.0000,LOSS,1761.6769,-20.50
3275,1761.6769,2238.4316,17.6168,1.0000,WIN,1779.2937,-21.30
3276,1779.2937,2238.4316,17.7929,1.0000,LOSS,1761.5007,-20.51
3277,1761.5007,2238.4316,17.6150,1.0000,LOSS,1743.8857,-21.31
3278,1743.8857,2238.4316,17.4389,1.0000,WIN,1761.3246,-22.09
3279,1761.3246,2238.4316,17.6132,1.0000,WIN,1778.9378,-21.31
3280,1778.9378,2238.4316,17.7894,1.0000,WIN,1796.7272,-20.53
3281,1796.7272,2238.4316,17.9673,1.0000,WIN,1814.6945,-19.73
3282,1814.6945,2238.4316,18.1469,1.0000,WIN,1832.8414,-18.93
3283,1832.8414,2238.4316,18.3284,1.0000,LOSS,1814.5130,-18.12
3284,1814.5130,2238.4316,18.1451,1.0000,WIN,1832.6582,-18.94
3285,1832.6582,2238.4316,18.3266,1.0000,WIN,1850.9847,-18.13
3286,1850.9847,2238.4316,18.5098,1.0000,LOSS,1832.4749,-17.31
3287,1832.4749,2238.4316,18.3247,1.0000,WIN,1850.7996,-18.14
3288,1850.7996,2238.4316,18.5080,1.0000,WIN,1869.3076,-17.32
3289,1869.3076,2238.4316,18.6931,1.0000,LOSS,1850.6146,-16.49
3290,1850.6146,2238.4316,18.5061,1.0000,WIN,1869.1207,-17.33
3291,1869.1207,2238.4316,18.6912,1.0000,LOSS,1850.4295,-16.50
3292,1850.4295,2238.4316,18.5043,1.0000,LOSS,1831.9252,-17.33
3293,1831.9252,2238.4316,18.3193,1.0000,LOSS,1813.6059,-18.16
3294,1813.6059,2238.4316,18.1361,1.0000,LOSS,1795.4699,-18.98
3295,1795.4699,2238.4316,17.9547,1.0000,LOSS,1777.5152,-19.79
3296,1777.5152,2238.4316,17.7752,1.0000,WIN,1795.2903,-20.59
3297,1795.2903,2238.4316,17.9529,1.0000,LOSS,1777.3374,-19.80
3298,1777.3374,2238.4316,17.7734,1.0000,WIN,1795.1108,-20.60
3299,1795.1108,2238.4316,17.9511,1.0000,WIN,1813.0619,-19.80
3300,1813.0619,2238.4316,18.1306,1.0000,LOSS,1794.9313,-19.00
3301,1794.9313,2238.4316,17.9493,1.0000,WIN,1812.8806,-19.81
3302,1812.8806,2238.4316,18.1288,1.0000,WIN,1831.0094,-19.01
3303,1831.0094,2238.4316,18.3101,1.0000,WIN,1849.3195,-18.20
3304,1849.3195,2238.4316,18.4932,1.0000,LOSS,1830.8263,-17.38
3305,1830.8263,2238.4316,18.3083,1.0000,WIN,1849.1346,-18.21
3306,1849.1346,2238.4316,18.4913,1.0000,WIN,1867.6259,-17.39
3307,1867.6259,2238.4316,18.6763,1.0000,LOSS,1848.9497,-16.57
3308,1848.9497,2238.4316,18.4895,1.0000,LOSS,1830.4602,-17.40
3309,1830.4602,2238.4316,18.3046,1.0000,LOSS,1812.1556,-18.23
3310,1812.1556,2238.4316,18.1216,1.0000,WIN,1830.2771,-19.04
3311,1830.2771,2238.4316,18.3028,1.0000,LOSS,1811.9744,-18.23
3312,1811.9744,2238.4316,18.1197,1.0000,WIN,1830.0941,-19.05
3313,1830.0941,2238.4316,18.3009,1.0000,LOSS,1811.7932,-18.24
3314,1811.7932,2238.4316,18.1179,1.0000,LOSS,1793.6752,-19.06
3315,1793.6752,2238.4316,17.9368,1.0000,WIN,1811.6120,-19.87
3316,1811.6120,2238.4316,18.1161,1.0000,WIN,1829.7281,-19.07
3317,1829.7281,2238.4316,18.2973,1.0000,WIN,1848.0254,-18.26
3318,1848.0254,2238.4316,18.4803,1.0000,LOSS,1829.5451,-17.44
3319,1829.5451,2238.4316,18.2955,1.0000,LOSS,1811.2497,-18.27
3320,1811.2497,2238.4316,18.1125,1.0000,LOSS,1793.1372,-19.08
3321,1793.1372,2238.4316,17.9314,1.0000,WIN,1811.0685,-19.89
3322,1811.0685,2238.4316,18.1107,1.0000,LOSS,1792.9579,-19.09
3323,1792.9579,2238.4316,17.9296,1.0000,LOSS,1775.0283,-19.90
3324,1775.0283,2238.4316,17.7503,1.0000,WIN,1792.7786,-20.70
3325,1792.7786,2238.4316,17.9278,1.0000,LOSS,1774.8508,-19.91
3326,1774.8508,2238.4316,17.7485,1.0000,WIN,1792.5993,-20.71
3327,1792.5993,2238.4316,17.9260,1.0000,LOSS,1774.6733,-19.92
3328,1774.6733,2238.4316,17.7467,1.0000,LOSS,1756.9266,-20.72
3329,1756.9266,2238.4316,17.5693,1.0000,WIN,1774.4958,-21.51
3330,1774.4958,2238.4316,17.7450,1.0000,LOSS,1756.7509,-20.73
3331,1756.7509,2238.4316,17.5675,1.0000,WIN,1774.3184,-21.52
3332,1774.3184,2238.4316,17.7432,1.0000,WIN,1792.0616,-20.73
3333,1792.0616,2238.4316,17.9206,1.0000,WIN,1809.9822,-19.94
3334,1809.9822,2238.4316,18.0998,1.0000,LOSS,1791.8824,-19.14
3335,1791.8824,2238.4316,17.9188,1.0000,WIN,1809.8012,-19.95
3336,1809.8012,2238.4316,18.0980,1.0000,LOSS,1791.7032,-19.15
3337,1791.7032,2238.4316,17.9170,1.0000,WIN,1809.6202,-19.96
3338,1809.6202,2238.4316,18.0962,1.0000,WIN,1827.7164,-19.16
3339,1827.7164,2238.4316,18.2772,1.0000,LOSS,1809.4392,-18.35
3340,1809.4392,2238.4316,18.0944,1.0000,LOSS,1791.3448,-19.16
3341,1791.3448,2238.4316,17.9134,1.0000,LOSS,1773.4314,-19.97
3342,1773.4314,2238.4316,17.7343,1.0000,LOSS,1755.6971,-20.77
3343,1755.6971,2238.4316,17.5570,1.0000,LOSS,1738.1401,-21.57
3344,1738.1401,2238.4316,17.3814,1.0000,LOSS,1720.7587,-22.35
3345,1720.7587,2238.4316,17.2076,1.0000,LOSS,1703.5511,-23.13
3346,1703.5511,2238.4316,17.0355,1.0000,WIN,1720.5866,-23.90
3347,1720.5866,2238.4316,17.2059,1.0000,WIN,1737.7925,-23.13
3348,1737.7925,2238.4316,17.3779,1.0000,LOSS,1720.4146,-22.37
3349,1720.4146,2238.4316,17.2041,1.0000,LOSS,1703.2104,-23.14
3350,1703.2104,2238.4316,17.0321,1.0000,WIN,1720.2425,-23.91
3351,1720.2425,2238.4316,17.2024,1.0000,WIN,1737.4450,-23.15
3352,1737.4450,2238.4316,17.3744,1.0000,LOSS,1720.0705,-22.38
3353,1720.0705,2238.4316,17.2007,1.0000,WIN,1737.2712,-23.16
3354,1737.2712,2238.4316,17.3727,1.0000,WIN,1754.6439,-22.39
3355,1754.6439,2238.4316,17.5464,1.0000,LOSS,1737.0975,-21.61
3356,1737.0975,2238.4316,17.3710,1.0000,LOSS,1719.7265,-22.40
3357,1719.7265,2238.4316,17.1973,1.0000,WIN,1736.9238,-23.17
3358,1736.9238,2238.4316,17.3692,1.0000,WIN,1754.2930,-22.40
3359,1754.2930,2238.4316,17.5429,1.0000,LOSS,1736.7501,-21.63
3360,1736.7501,2238.4316,17.3675,1.0000,WIN,1754.1176,-22.41
3361,1754.1176,2238.4316,17.5412,1.0000,WIN,1771.6588,-21.64
3362,1771.6588,2238.4316,17.7166,1.0000,WIN,1789.3754,-20.85
3363,1789.3754,2238.4316,17.8938,1.0000,WIN,1807.2691,-20.06
3364,1807.2691,2238.4316,18.0727,1.0000,WIN,1825.3418,-19.26
3365,1825.3418,2238.4316,18.2534,1.0000,WIN,1843.5952,-18.45
3366,1843.5952,2238.4316,18.4360,1.0000,WIN,1862.0312,-17.64
3367,1862.0312,2238.4316,18.6203,1.0000,WIN,1880.6515,-16.82
3368,1880.6515,2238.4316,18.8065,1.0000,LOSS,1861.8450,-15.98
3369,1861.8450,2238.4316,18.6184,1.0000,LOSS,1843.2265,-16.82
3370,1843.2265,2238.4316,18.4323,1.0000,LOSS,1824.7942,-17.66
3371,1824.7942,2238.4316,18.2479,1.0000,WIN,1843.0422,-18.48
3372,1843.0422,2238.4316,18.4304,1.0000,WIN,1861.4726,-17.66
3373,1861.4726,2238.4316,18.6147,1.0000,WIN,1880.0873,-16.84
3374,1880.0873,2238.4316,18.8009,1.0000,LOSS,1861.2865,-16.01
3375,1861.2865,2238.4316,18.6129,1.0000,WIN,1879.8993,-16.85
3376,1879.8993,2238.4316,18.7990,1.0000,LOSS,1861.1003,-16.02
3377,1861.1003,2238.4316,18.6110,1.0000,WIN,1879.7113,-16.86
3378,1879.7113,2238.4316,18.7971,1.0000,LOSS,1860.9142,-16.03
3379,1860.9142,2238.4316,18.6091,1.0000,WIN,1879.5234,-16.87
3380,1879.5234,2238.4316,18.7952,1.0000,LOSS,1860.7281,-16.03
3381,1860.7281,2238.4316,18.6073,1.0000,WIN,1879.3354,-16.87
3382,1879.3354,2238.4316,18.7934,1.0000,WIN,1898.1288,-16.04
3383,1898.1288,2238.4316,18.9813,1.0000,WIN,1917.1101,-15.20
3384,1917.1101,2238.4316,19.1711,1.0000,WIN,1936.2812,-14.35
3385,1936.2812,2238.4316,19.3628,1.0000,WIN,1955.6440,-13.50
3386,1955.6440,2238.4316,19.5564,1.0000,WIN,1975.2004,-12.63
3387,1975.2004,2238.4316,19.7520,1.0000,WIN,1994.9524,-11.76
3388,1994.9524,2238.4316,19.9495,1.0000,LOSS,1975.0029,-10.88
3389,1975.0029,2238.4316,19.7500,1.0000,WIN,1994.7529,-11.77
3390,1994.7529,2238.4316,19.9475,1.0000,LOSS,1974.8054,-10.89
3391,1974.8054,2238.4316,19.7481,1.0000,WIN,1994.5534,-11.78
3392,1994.5534,2238.4316,19.9455,1.0000,LOSS,1974.6079,-10.90
3393,1974.6079,2238.4316,19.7461,1.0000,LOSS,1954.8618,-11.79
3394,1954.8618,2238.4316,19.5486,1.0000,WIN,1974.4104,-12.67
3395,1974.4104,2238.4316,19.7441,1.0000,WIN,1994.1546,-11.79
3396,1994.1546,2238.4316,19.9415,1.0000,LOSS,1974.2130,-10.91
3397,1974.2130,2238.4316,19.7421,1.0000,WIN,1993.9551,-11.80
3398,1993.9551,2238.4316,19.9396,1.0000,WIN,2013.8947,-10.92
3399,2013.8947,2238.4316,20.1389,1.0000,WIN,2034.0336,-10.03
3400,2034.0336,2238.4316,20.3403,1.0000,WIN,2054.3740,-9.13
3401,2054.3740,2238.4316,20.5437,1.0000,WIN,2074.9177,-8.22
3402,2074.9177,2238.4316,20.7492,1.0000,LOSS,2054.1685,-7.30
3403,2054.1685,2238.4316,20.5417,1.0000,LOSS,2033.6268,-8.23
3404,2033.6268,2238.4316,20.3363,1.0000,LOSS,2013.2906,-9.15
3405,2013.2906,2238.4316,20.1329,1.0000,LOSS,1993.1577,-10.06
3406,1993.1577,2238.4316,19.9316,1.0000,LOSS,1973.2261,-10.96
3407,1973.2261,2238.4316,19.7323,1.0000,LOSS,1953.4938,-11.85
3408,1953.4938,2238.4316,19.5349,1.0000,WIN,1973.0288,-12.73
3409,1973.0288,2238.4316,19.7303,1.0000,LOSS,1953.2985,-11.86
3410,1953.2985,2238.4316,19.5330,1.0000,LOSS,1933.7655,-12.74
3411,1933.7655,2238.4316,19.3377,1.0000,LOSS,1914.4278,-13.61
3412,1914.4278,2238.4316,19.1443,1.0000,LOSS,1895.2836,-14.47
3413,1895.2836,2238.4316,18.9528,1.0000,WIN,1914.2364,-15.33
3414,1914.2364,2238.4316,19.1424,1.0000,WIN,1933.3788,-14.48
3415,1933.3788,2238.4316,19.3338,1.0000,LOSS,1914.0450,-13.63
3416,1914.0450,2238.4316,19.1404,1.0000,LOSS,1894.9045,-14.49
3417,1894.9045,2238.4316,18.9490,1.0000,LOSS,1875.9555,-15.35
3418,1875.9555,2238.4316,18.7596,1.0000,WIN,1894.7150,-16.19
3419,1894.7150,2238.4316,18.9472,1.0000,LOSS,1875.7679,-15.36
3420,1875.7679,2238.4316,18.7577,1.0000,LOSS,1857.0102,-16.20
3421,1857.0102,2238.4316,18.5701,1.0000,WIN,1875.5803,-17.04
3422,1875.5803,2238.4316,18.7558,1.0000,WIN,1894.3361,-16.21
3423,1894.3361,2238.4316,18.9434,1.0000,WIN,1913.2795,-15.37
3424,1913.2795,2238.4316,19.1328,1.0000,WIN,1932.4123,-14.53
3425,1932.4123,2238.4316,19.3241,1.0000,WIN,1951.7364,-13.67
3426,1951.7364,2238.4316,19.5174,1.0000,WIN,1971.2538,-12.81
3427,1971.2538,2238.4316,19.7125,1.0000,LOSS,1951.5412,-11.94
3428,1951.5412,2238.4316,19.5154,1.0000,WIN,1971.0566,-12.82
3429,1971.0566,2238.4316,19.7106,1.0000,WIN,1990.7672,-11.94
3430,1990.7672,2238.4316,19.9077,1.0000,WIN,2010.6749,-11.06
3431,2010.6749,2238.4316,20.1067,1.0000,LOSS,1990.5681,-10.17
3432,1990.5681,2238.4316,19.9057,1.0000,WIN,2010.4738,-11.07
3433,2010.4738,2238.4316,20.1047,1.0000,WIN,2030.5785,-10.18
3434,2030.5785,2238.4316,20.3058,1.0000,WIN,2050.8843,-9.29
3435,2050.8843,2238.4316,20.5088,1.0000,WIN,2071.3932,-8.38
3436,2071.3932,2238.4316,20.7139,1.0000,WIN,2092.1071,-7.46
3437,2092.1071,2238.4316,20.9211,1.0000,LOSS,2071.1860,-6.54
3438,2071.1860,2238.4316,20.7119,1.0000,WIN,2091.8979,-7.47
3439,2091.8979,2238.4316,20.9190,1.0000,WIN,2112.8169,-6.55
3440,2112.8169,2238.4316,21.1282,1.0000,LOSS,2091.6887,-5.61
3441,2091.6887,2238.4316,20.9169,1.0000,LOSS,2070.7718,-6.56
3442,2070.7718,2238.4316,20.7077,1.0000,LOSS,2050.0641,-7.49
3443,2050.0641,2238.4316,20.5006,1.0000,LOSS,2029.5635,-8.42
3444,2029.5635,2238.4316,20.2956,1.0000,LOSS,2009.2678,-9.33
3445,2009.2678,2238.4316,20.0927,1.0000,WIN,2029.3605,-10.24
3446,2029.3605,2238.4316,20.2936,1.0000,WIN,2049.6541,-9.34
3447,2049.6541,2238.4316,20.4965,1.0000,WIN,2070.1506,-8.43
3448,2070.1506,2238.4316,20.7015,1.0000,WIN,2090.8522,-7.52
3449,2090.8522,2238.4316,20.9085,1.0000,LOSS,2069.9436,-6.59
3450,2069.9436,2238.4316,20.6994,1.0000,WIN,2090.6431,-7.53
3451,2090.6431,2238.4316,20.9064,1.0000,WIN,2111.5495,-6.60
3452,2111.5495,2238.4316,21.1155,1.0000,LOSS,2090.4340,-5.67
3453,2090.4340,2238.4316,20.9043,1.0000,WIN,2111.3383,-6.61
3454,2111.3383,2238.4316,21.1134,1.0000,LOSS,2090.2250,-5.68
3455,2090.2250,2238.4316,20.9022,1.0000,WIN,2111.1272,-6.62
3456,2111.1272,2238.4316,21.1113,1.0000,WIN,2132.2385,-5.69
3457,2132.2385,2238.4316,21.3224,1.0000,WIN,2153.5609,-4.74
3458,2153.5609,2238.4316,21.5356,1.0000,LOSS,2132.0253,-3.79
3459,2132.0253,2238.4316,21.3203,1.0000,LOSS,2110.7050,-4.75
3460,2110.7050,2238.4316,21.1071,1.0000,WIN,2131.8121,-5.71
