ставка_№,банк_до,пик_до,ставка_абс,ставка_%живого,исход,банк_после,DD_от_пика_%
8049,520.7535,2291.6558,5.2075,1.0000,WIN,525.9610,-77.28
8050,525.9610,2291.6558,5.2596,1.0000,WIN,531.2207,-77.05
8051,531.2207,2291.6558,5.3122,1.0000,WIN,536.5329,-76.82
8052,536.5329,2291.6558,5.3653,1.0000,LOSS,531.1675,-76.59
8053,531.1675,2291.6558,5.3117,1.0000,WIN,536.4792,-76.82
8054,536.4792,2291.6558,5.3648,1.0000,LOSS,531.1144,-76.59
8055,531.1144,2291.6558,5.3111,1.0000,LOSS,525.8033,-76.82
8056,525.8033,2291.6558,5.2580,1.0000,LOSS,520.5452,-77.06
8057,520.5452,2291.6558,5.2055,1.0000,LOSS,515.3398,-77.29
8058,515.3398,2291.6558,5.1534,1.0000,LOSS,510.1864,-77.51
8059,510.1864,2291.6558,5.1019,1.0000,LOSS,505.0845,-77.74
8060,505.0845,2291.6558,5.0508,1.0000,LOSS,500.0337,-77.96
8061,500.0337,2291.6558,5.0003,1.0000,WIN,505.0340,-78.18
8062,505.0340,2291.6558,5.0503,1.0000,WIN,510.0844,-77.96
8063,510.0844,2291.6558,5.1008,1.0000,LOSS,504.9835,-77.74
8064,504.9835,2291.6558,5.0498,1.0000,LOSS,499.9337,-77.96
8065,499.9337,2291.6558,4.9993,1.0000,WIN,504.9330,-78.18
8066,504.9330,2291.6558,5.0493,1.0000,WIN,509.9823,-77.97
8067,509.9823,2291.6558,5.0998,1.0000,WIN,515.0822,-77.75
8068,515.0822,2291.6558,5.1508,1.0000,WIN,520.2330,-77.52
8069,520.2330,2291.6558,5.2023,1.0000,WIN,525.4353,-77.30
8070,525.4353,2291.6558,5.2544,1.0000,LOSS,520.1810,-77.07
8071,520.1810,2291.6558,5.2018,1.0000,LOSS,514.9792,-77.30
8072,514.9792,2291.6558,5.1498,1.0000,WIN,520.1289,-77.53
8073,520.1289,2291.6558,5.2013,1.0000,LOSS,514.9277,-77.30
8074,514.9277,2291.6558,5.1493,1.0000,WIN,520.0769,-77.53
8075,520.0769,2291.6558,5.2008,1.0000,WIN,525.2777,-77.31
8076,525.2777,2291.6558,5.2528,1.0000,WIN,530.5305,-77.08
8077,530.5305,2291.6558,5.3053,1.0000,LOSS,525.2252,-76.85
8078,525.2252,2291.6558,5.2523,1.0000,WIN,530.4774,-77.08
8079,530.4774,2291.6558,5.3048,1.0000,WIN,535.7822,-76.85
8080,535.7822,2291.6558,5.3578,1.0000,LOSS,530.4244,-76.62
8081,530.4244,2291.6558,5.3042,1.0000,LOSS,525.1201,-76.85
8082,525.1201,2291.6558,5.2512,1.0000,WIN,530.3713,-77.09
8083,530.3713,2291.6558,5.3037,1.0000,WIN,535.6751,-76.86
8084,535.6751,2291.6558,5.3568,1.0000,LOSS,530.3183,-76.62
8085,530.3183,2291.6558,5.3032,1.0000,LOSS,525.0151,-76.86
8086,525.0151,2291.6558,5.2502,1.0000,LOSS,519.7650,-77.09
8087,519.7650,2291.6558,5.1976,1.0000,WIN,524.9626,-77.32
8088,524.9626,2291.6558,5.2496,1.0000,LOSS,519.7130,-77.09
8089,519.7130,2291.6558,5.1971,1.0000,WIN,524.9101,-77.32
8090,524.9101,2291.6558,5.2491,1.0000,LOSS,519.6610,-77.09
8091,519.6610,2291.6558,5.1966,1.0000,LOSS,514.4644,-77.32
8092,514.4644,2291.6558,5.1446,1.0000,LOSS,509.3198,-77.55
8093,509.3198,2291.6558,5.0932,1.0000,LOSS,504.2266,-77.78
8094,504.2266,2291.6558,5.0423,1.0000,WIN,509.2688,-78.00
8095,509.2688,2291.6558,5.0927,1.0000,WIN,514.3615,-77.78
8096,514.3615,2291.6558,5.1436,1.0000,LOSS,509.2179,-77.56
8097,509.2179,2291.6558,5.0922,1.0000,WIN,514.3101,-77.78
8098,514.3101,2291.6558,5.1431,1.0000,WIN,519.4532,-77.56
8099,519.4532,2291.6558,5.1945,1.0000,WIN,524.6477,-77.33
8100,524.6477,2291.6558,5.2465,1.0000,LOSS,519.4012,-77.11
8101,519.4012,2291.6558,5.1940,1.0000,WIN,524.5953,-77.34
8102,524.5953,2291.6558,5.2460,1.0000,WIN,529.8412,-77.11
8103,529.8412,2291.6558,5.2984,1.0000,WIN,535.1396,-76.88
8104,535.1396,2291.6558,5.3514,1.0000,WIN,540.4910,-76.65
8105,540.4910,2291.6558,5.4049,1.0000,WIN,545.8959,-76.41
8106,545.8959,2291.6558,5.4590,1.0000,WIN,551.3549,-76.18
8107,551.3549,2291.6558,5.5135,1.0000,LOSS,545.8413,-75.94
8108,545.8413,2291.6558,5.4584,1.0000,WIN,551.2997,-76.18
8109,551.2997,2291.6558,5.5130,1.0000,WIN,556.8127,-75.94
8110,556.8127,2291.6558,5.5681,1.0000,LOSS,551.2446,-75.70
8111,551.2446,2291.6558,5.5124,1.0000,LOSS,545.7322,-75.95
8112,545.7322,2291.6558,5.4573,1.0000,LOSS,540.2749,-76.19
8113,540.2749,2291.6558,5.4027,1.0000,WIN,545.6776,-76.42
8114,545.6776,2291.6558,5.4568,1.0000,WIN,551.1344,-76.19
8115,551.1344,2291.6558,5.5113,1.0000,LOSS,545.6230,-75.95
8116,545.6230,2291.6558,5.4562,1.0000,LOSS,540.1668,-76.19
8117,540.1668,2291.6558,5.4017,1.0000,LOSS,534.7651,-76.43
8118,534.7651,2291.6558,5.3477,1.0000,LOSS,529.4175,-76.66
8119,529.4175,2291.6558,5.2942,1.0000,WIN,534.7117,-76.90
8120,534.7117,2291.6558,5.3471,1.0000,LOSS,529.3645,-76.67
8121,529.3645,2291.6558,5.2936,1.0000,WIN,534.6582,-76.90
8122,534.6582,2291.6558,5.3466,1.0000,WIN,540.0048,-76.67
8123,540.0048,2291.6558,5.4000,1.0000,WIN,545.4048,-76.44
8124,545.4048,2291.6558,5.4540,1.0000,LOSS,539.9508,-76.20
8125,539.9508,2291.6558,5.3995,1.0000,LOSS,534.5513,-76.44
8126,534.5513,2291.6558,5.3455,1.0000,WIN,539.8968,-76.67
8127,539.8968,2291.6558,5.3990,1.0000,WIN,545.2957,-76.44
8128,545.2957,2291.6558,5.4530,1.0000,WIN,550.7487,-76.21
8129,550.7487,2291.6558,5.5075,1.0000,WIN,556.2562,-75.97
8130,556.2562,2291.6558,5.5626,1.0000,LOSS,550.6936,-75.73
8131,550.6936,2291.6558,5.5069,1.0000,LOSS,545.1867,-75.97
8132,545.1867,2291.6558,5.4519,1.0000,WIN,550.6386,-76.21
8133,550.6386,2291.6558,5.5064,1.0000,LOSS,545.1322,-75.97
8134,545.1322,2291.6558,5.4513,1.0000,WIN,550.5835,-76.21
8135,550.5835,2291.6558,5.5058,1.0000,WIN,556.0893,-75.97
8136,556.0893,2291.6558,5.5609,1.0000,LOSS,550.5284,-75.73
8137,550.5284,2291.6558,5.5053,1.0000,WIN,556.0337,-75.98
8138,556.0337,2291.6558,5.5603,1.0000,LOSS,550.4734,-75.74
8139,550.4734,2291.6558,5.5047,1.0000,WIN,555.9781,-75.98
8140,555.9781,2291.6558,5.5598,1.0000,LOSS,550.4183,-75.74
8141,550.4183,2291.6558,5.5042,1.0000,LOSS,544.9141,-75.98
8142,544.9141,2291.6558,5.4491,1.0000,WIN,550.3633,-76.22
8143,550.3633,2291.6558,5.5036,1.0000,LOSS,544.8597,-75.98
8144,544.8597,2291.6558,5.4486,1.0000,LOSS,539.4111,-76.22
8145,539.4111,2291.6558,5.3941,1.0000,WIN,544.8052,-76.46
8146,544.8052,2291.6558,5.4481,1.0000,LOSS,539.3571,-76.23
8147,539.3571,2291.6558,5.3936,1.0000,WIN,544.7507,-76.46
8148,544.7507,2291.6558,5.4475,1.0000,WIN,550.1982,-76.23
8149,550.1982,2291.6558,5.5020,1.0000,LOSS,544.6962,-75.99
8150,544.6962,2291.6558,5.4470,1.0000,LOSS,539.2493,-76.23
8151,539.2493,2291.6558,5.3925,1.0000,LOSS,533.8568,-76.47
8152,533.8568,2291.6558,5.3386,1.0000,LOSS,528.5182,-76.70
8153,528.5182,2291.6558,5.2852,1.0000,WIN,533.8034,-76.94
8154,533.8034,2291.6558,5.3380,1.0000,WIN,539.1414,-76.71
8155,539.1414,2291.6558,5.3914,1.0000,LOSS,533.7500,-76.47
8156,533.7500,2291.6558,5.3375,1.0000,LOSS,528.4125,-76.71
8157,528.4125,2291.6558,5.2841,1.0000,WIN,533.6966,-76.94
8158,533.6966,2291.6558,5.3370,1.0000,LOSS,528.3597,-76.71
8159,528.3597,2291.6558,5.2836,1.0000,WIN,533.6432,-76.94
8160,533.6432,2291.6558,5.3364,1.0000,WIN,538.9797,-76.71
8161,538.9797,2291.6558,5.3898,1.0000,LOSS,533.5899,-76.48
8162,533.5899,2291.6558,5.3359,1.0000,WIN,538.9258,-76.72
8163,538.9258,2291.6558,5.3893,1.0000,WIN,544.3150,-76.48
8164,544.3150,2291.6558,5.4432,1.0000,LOSS,538.8719,-76.25
8165,538.8719,2291.6558,5.3887,1.0000,LOSS,533.4832,-76.49
8166,533.4832,2291.6558,5.3348,1.0000,WIN,538.8180,-76.72
8167,538.8180,2291.6558,5.3882,1.0000,LOSS,533.4298,-76.49
8168,533.4298,2291.6558,5.3343,1.0000,WIN,538.7641,-76.72
8169,538.7641,2291.6558,5.3876,1.0000,LOSS,533.3765,-76.49
8170,533.3765,2291.6558,5.3338,1.0000,LOSS,528.0427,-76.73
8171,528.0427,2291.6558,5.2804,1.0000,WIN,533.3231,-76.96
8172,533.3231,2291.6558,5.3332,1.0000,WIN,538.6564,-76.73
8173,538.6564,2291.6558,5.3866,1.0000,LOSS,533.2698,-76.49
8174,533.2698,2291.6558,5.3327,1.0000,LOSS,527.9371,-76.73
8175,527.9371,2291.6558,5.2794,1.0000,WIN,533.2165,-76.96
8176,533.2165,2291.6558,5.3322,1.0000,WIN,538.5486,-76.73
8177,538.5486,2291.6558,5.3855,1.0000,WIN,543.9341,-76.50
8178,543.9341,2291.6558,5.4393,1.0000,LOSS,538.4948,-76.26
8179,538.4948,2291.6558,5.3849,1.0000,LOSS,533.1098,-76.50
8180,533.1098,2291.6558,5.3311,1.0000,WIN,538.4409,-76.74
8181,538.4409,2291.6558,5.3844,1.0000,WIN,543.8254,-76.50
8182,543.8254,2291.6558,5.4383,1.0000,LOSS,538.3871,-76.27
8183,538.3871,2291.6558,5.3839,1.0000,LOSS,533.0032,-76.51
8184,533.0032,2291.6558,5.3300,1.0000,LOSS,527.6732,-76.74
8185,527.6732,2291.6558,5.2767,1.0000,LOSS,522.3965,-76.97
8186,522.3965,2291.6558,5.2240,1.0000,LOSS,517.1725,-77.20
8187,517.1725,2291.6558,5.1717,1.0000,WIN,522.3442,-77.43
8188,522.3442,2291.6558,5.2234,1.0000,LOSS,517.1208,-77.21
8189,517.1208,2291.6558,5.1712,1.0000,WIN,522.2920,-77.43
8190,522.2920,2291.6558,5.2229,1.0000,WIN,527.5149,-77.21
8191,527.5149,2291.6558,5.2751,1.0000,WIN,532.7901,-76.98
8192,532.7901,2291.6558,5.3279,1.0000,LOSS,527.4622,-76.75
8193,527.4622,2291.6558,5.2746,1.0000,LOSS,522.1875,-76.98
8194,522.1875,2291.6558,5.2219,1.0000,WIN,527.4094,-77.21
8195,527.4094,2291.6558,5.2741,1.0000,WIN,532.6835,-76.99
8196,532.6835,2291.6558,5.3268,1.0000,WIN,538.0103,-76.76
8197,538.0103,2291.6558,5.3801,1.0000,LOSS,532.6302,-76.52
8198,532.6302,2291.6558,5.3263,1.0000,LOSS,527.3039,-76.76
8199,527.3039,2291.6558,5.2730,1.0000,LOSS,522.0309,-76.99
8200,522.0309,2291.6558,5.2203,1.0000,WIN,527.2512,-77.22
8201,527.2512,2291.6558,5.2725,1.0000,LOSS,521.9787,-76.99
8202,521.9787,2291.6558,5.2198,1.0000,WIN,527.1985,-77.22
8203,527.1985,2291.6558,5.2720,1.0000,WIN,532.4705,-76.99
8204,532.4705,2291.6558,5.3247,1.0000,LOSS,527.1458,-76.76
8205,527.1458,2291.6558,5.2715,1.0000,LOSS,521.8743,-77.00
8206,521.8743,2291.6558,5.2187,1.0000,WIN,527.0930,-77.23
8207,527.0930,2291.6558,5.2709,1.0000,WIN,532.3640,-77.00
8208,532.3640,2291.6558,5.3236,1.0000,LOSS,527.0403,-76.77
8209,527.0403,2291.6558,5.2704,1.0000,WIN,532.3107,-77.00
8210,532.3107,2291.6558,5.3231,1.0000,LOSS,526.9876,-76.77
8211,526.9876,2291.6558,5.2699,1.0000,WIN,532.2575,-77.00
8212,532.2575,2291.6558,5.3226,1.0000,WIN,537.5801,-76.77
8213,537.5801,2291.6558,5.3758,1.0000,WIN,542.9559,-76.54
8214,542.9559,2291.6558,5.4296,1.0000,WIN,548.3854,-76.31
8215,548.3854,2291.6558,5.4839,1.0000,LOSS,542.9016,-76.07
8216,542.9016,2291.6558,5.4290,1.0000,WIN,548.3306,-76.31
8217,548.3306,2291.6558,5.4833,1.0000,LOSS,542.8473,-76.07
8218,542.8473,2291.6558,5.4285,1.0000,LOSS,537.4188,-76.31
8219,537.4188,2291.6558,5.3742,1.0000,LOSS,532.0446,-76.55
8220,532.0446,2291.6558,5.3204,1.0000,WIN,537.3651,-76.78
8221,537.3651,2291.6558,5.3737,1.0000,LOSS,531.9914,-76.55
8222,531.9914,2291.6558,5.3199,1.0000,WIN,537.3113,-76.79
8223,537.3113,2291.6558,5.3731,1.0000,LOSS,531.9382,-76.55
8224,531.9382,2291.6558,5.3194,1.0000,LOSS,526.6189,-76.79
8225,526.6189,2291.6558,5.2662,1.0000,LOSS,521.3527,-77.02
8226,521.3527,2291.6558,5.2135,1.0000,LOSS,516.1391,-77.25
8227,516.1391,2291.6558,5.1614,1.0000,LOSS,510.9777,-77.48
8228,510.9777,2291.6558,5.1098,1.0000,LOSS,505.8680,-77.70
8229,505.8680,2291.6558,5.0587,1.0000,WIN,510.9266,-77.93
8230,510.9266,2291.6558,5.1093,1.0000,LOSS,505.8174,-77.70
8231,505.8174,2291.6558,5.0582,1.0000,WIN,510.8756,-77.93
8232,510.8756,2291.6558,5.1088,1.0000,WIN,515.9843,-77.71
8233,515.9843,2291.6558,5.1598,1.0000,WIN,521.1442,-77.48
8234,521.1442,2291.6558,5.2114,1.0000,WIN,526.3556,-77.26
8235,526.3556,2291.6558,5.2636,1.0000,WIN,531.6192,-77.03
8236,531.6192,2291.6558,5.3162,1.0000,LOSS,526.3030,-76.80
8237,526.3030,2291.6558,5.2630,1.0000,WIN,531.5660,-77.03
8238,531.5660,2291.6558,5.3157,1.0000,LOSS,526.2503,-76.80
8239,526.2503,2291.6558,5.2625,1.0000,LOSS,520.9878,-77.04
8240,520.9878,2291.6558,5.2099,1.0000,WIN,526.1977,-77.27
8241,526.1977,2291.6558,5.2620,1.0000,WIN,531.4597,-77.04
8242,531.4597,2291.6558,5.3146,1.0000,WIN,536.7743,-76.81
8243,536.7743,2291.6558,5.3677,1.0000,LOSS,531.4065,-76.58
8244,531.4065,2291.6558,5.3141,1.0000,LOSS,526.0925,-76.81
8245,526.0925,2291.6558,5.2609,1.0000,WIN,531.3534,-77.04
8246,531.3534,2291.6558,5.3135,1.0000,LOSS,526.0399,-76.81
8247,526.0399,2291.6558,5.2604,1.0000,WIN,531.3003,-77.05
8248,531.3003,2291.6558,5.3130,1.0000,WIN,536.6133,-76.82
8249,536.6133,2291.6558,5.3661,1.0000,WIN,541.9794,-76.58
8250,541.9794,2291.6558,5.4198,1.0000,WIN,547.3992,-76.35
8251,547.3992,2291.6558,5.4740,1.0000,LOSS,541.9252,-76.11
8252,541.9252,2291.6558,5.4193,1.0000,WIN,547.3444,-76.35
8253,547.3444,2291.6558,5.4734,1.0000,WIN,552.8179,-76.12
8254,552.8179,2291.6558,5.5282,1.0000,LOSS,547.2897,-75.88
8255,547.2897,2291.6558,5.4729,1.0000,WIN,552.7626,-76.12
8256,552.7626,2291.6558,5.5276,1.0000,WIN,558.2902,-75.88
8257,558.2902,2291.6558,5.5829,1.0000,WIN,563.8731,-75.64
8258,563.8731,2291.6558,5.6387,1.0000,WIN,569.5119,-75.39
8259,569.5119,2291.6558,5.6951,1.0000,LOSS,563.8168,-75.15
8260,563.8168,2291.6558,5.6382,1.0000,WIN,569.4549,-75.40
8261,569.4549,2291.6558,5.6945,1.0000,WIN,575.1495,-75.15
8262,575.1495,2291.6558,5.7515,1.0000,LOSS,569.3980,-74.90
8263,569.3980,2291.6558,5.6940,1.0000,LOSS,563.7040,-75.15
8264,563.7040,2291.6558,5.6370,1.0000,LOSS,558.0670,-75.40
8265,558.0670,2291.6558,5.5807,1.0000,WIN,563.6476,-75.65
8266,563.6476,2291.6558,5.6365,1.0000,WIN,569.2841,-75.40
8267,569.2841,2291.6558,5.6928,1.0000,LOSS,563.5913,-75.16
8268,563.5913,2291.6558,5.6359,1.0000,WIN,569.2272,-75.41
8269,569.2272,2291.6558,5.6923,1.0000,LOSS,563.5349,-75.16
8270,563.5349,2291.6558,5.6353,1.0000,LOSS,557.8996,-75.41
8271,557.8996,2291.6558,5.5790,1.0000,WIN,563.4785,-75.66
8272,563.4785,2291.6558,5.6348,1.0000,LOSS,557.8438,-75.41
8273,557.8438,2291.6558,5.5784,1.0000,LOSS,552.2653,-75.66
8274,552.2653,2291.6558,5.5227,1.0000,LOSS,546.7427,-75.90
8275,546.7427,2291.6558,5.4674,1.0000,WIN,552.2101,-76.14
8276,552.2101,2291.6558,5.5221,1.0000,WIN,557.7322,-75.90
8277,557.7322,2291.6558,5.5773,1.0000,LOSS,552.1549,-75.66
8278,552.1549,2291.6558,5.5215,1.0000,WIN,557.6764,-75.91
8279,557.6764,2291.6558,5.5768,1.0000,LOSS,552.0997,-75.66
8280,552.0997,2291.6558,5.5210,1.0000,WIN,557.6207,-75.91
8281,557.6207,2291.6558,5.5762,1.0000,WIN,563.1969,-75.67
8282,563.1969,2291.6558,5.6320,1.0000,LOSS,557.5649,-75.42
8283,557.5649,2291.6558,5.5756,1.0000,LOSS,551.9892,-75.67
8284,551.9892,2291.6558,5.5199,1.0000,LOSS,546.4694,-75.91
8285,546.4694,2291.6558,5.4647,1.0000,LOSS,541.0047,-76.15
8286,541.0047,2291.6558,5.4100,1.0000,WIN,546.4147,-76.39
8287,546.4147,2291.6558,5.4641,1.0000,WIN,551.8789,-76.16
8288,551.8789,2291.6558,5.5188,1.0000,LOSS,546.3601,-75.92
8289,546.3601,2291.6558,5.4636,1.0000,WIN,551.8237,-76.16
8290,551.8237,2291.6558,5.5182,1.0000,WIN,557.3419,-75.92
8291,557.3419,2291.6558,5.5734,1.0000,LOSS,551.7685,-75.68
8292,551.7685,2291.6558,5.5177,1.0000,WIN,557.2862,-75.92
8293,557.2862,2291.6558,5.5729,1.0000,LOSS,551.7133,-75.68
8294,551.7133,2291.6558,5.5171,1.0000,LOSS,546.1962,-75.93
8295,546.1962,2291.6558,5.4620,1.0000,WIN,551.6581,-76.17
8296,551.6581,2291.6558,5.5166,1.0000,WIN,557.1747,-75.93
8297,557.1747,2291.6558,5.5717,1.0000,WIN,562.7465,-75.69
8298,562.7465,2291.6558,5.6275,1.0000,WIN,568.3739,-75.44
8299,568.3739,2291.6558,5.6837,1.0000,LOSS,562.6902,-75.20
8300,562.6902,2291.6558,5.6269,1.0000,LOSS,557.0633,-75.45
8301,557.0633,2291.6558,5.5706,1.0000,LOSS,551.4927,-75.69
8302,551.4927,2291.6558,5.5149,1.0000,LOSS,545.9777,-75.93
8303,545.9777,2291.6558,5.4598,1.0000,LOSS,540.5180,-76.18
8304,540.5180,2291.6558,5.4052,1.0000,LOSS,535.1128,-76.41
8305,535.1128,2291.6558,5.3511,1.0000,WIN,540.4639,-76.65
8306,540.4639,2291.6558,5.4046,1.0000,LOSS,535.0593,-76.42
8307,535.0593,2291.6558,5.3506,1.0000,WIN,540.4099,-76.65
8308,540.4099,2291.6558,5.4041,1.0000,LOSS,535.0058,-76.42
8309,535.0058,2291.6558,5.3501,1.0000,WIN,540.3558,-76.65
8310,540.3558,2291.6558,5.4036,1.0000,LOSS,534.9523,-76.42
8311,534.9523,2291.6558,5.3495,1.0000,WIN,540.3018,-76.66
8312,540.3018,2291.6558,5.4030,1.0000,WIN,545.7048,-76.42
8313,545.7048,2291.6558,5.4570,1.0000,WIN,551.1618,-76.19
8314,551.1618,2291.6558,5.5116,1.0000,WIN,556.6735,-75.95
8315,556.6735,2291.6558,5.5667,1.0000,LOSS,551.1067,-75.71
8316,551.1067,2291.6558,5.5111,1.0000,LOSS,545.5957,-75.95
8317,545.5957,2291.6558,5.4560,1.0000,LOSS,540.1397,-76.19
8318,540.1397,2291.6558,5.4014,1.0000,LOSS,534.7383,-76.43
8319,534.7383,2291.6558,5.3474,1.0000,LOSS,529.3909,-76.67
8320,529.3909,2291.6558,5.2939,1.0000,WIN,534.6848,-76.90
8321,534.6848,2291.6558,5.3468,1.0000,LOSS,529.3380,-76.67
8322,529.3380,2291.6558,5.2934,1.0000,WIN,534.6314,-76.90
8323,534.6314,2291.6558,5.3463,1.0000,LOSS,529.2851,-76.67
8324,529.2851,2291.6558,5.2929,1.0000,LOSS,523.9922,-76.90
8325,523.9922,2291.6558,5.2399,1.0000,LOSS,518.7523,-77.13
8326,518.7523,2291.6558,5.1875,1.0000,LOSS,513.5648,-77.36
8327,513.5648,2291.6558,5.1356,1.0000,LOSS,508.4291,-77.59
8328,508.4291,2291.6558,5.0843,1.0000,WIN,513.5134,-77.81
8329,513.5134,2291.6558,5.1351,1.0000,WIN,518.6485,-77.59
8330,518.6485,2291.6558,5.1865,1.0000,WIN,523.8350,-77.37
8331,523.8350,2291.6558,5.2384,1.0000,WIN,529.0734,-77.14
8332,529.0734,2291.6558,5.2907,1.0000,WIN,534.3641,-76.91
8333,534.3641,2291.6558,5.3436,1.0000,WIN,539.7077,-76.68
8334,539.7077,2291.6558,5.3971,1.0000,WIN,545.1048,-76.45
8335,545.1048,2291.6558,5.4510,1.0000,WIN,550.5559,-76.21
8336,550.5559,2291.6558,5.5056,1.0000,LOSS,545.0503,-75.98
8337,545.0503,2291.6558,5.4505,1.0000,WIN,550.5008,-76.22
8338,550.5008,2291.6558,5.5050,1.0000,LOSS,544.9958,-75.98
8339,544.9958,2291.6558,5.4500,1.0000,WIN,550.4458,-76.22
8340,550.4458,2291.6558,5.5045,1.0000,LOSS,544.9413,-75.98
8341,544.9413,2291.6558,5.4494,1.0000,LOSS,539.4919,-76.22
8342,539.4919,2291.6558,5.3949,1.0000,LOSS,534.0970,-76.46
8343,534.0970,2291.6558,5.3410,1.0000,LOSS,528.7560,-76.69
8344,528.7560,2291.6558,5.2876,1.0000,LOSS,523.4684,-76.93
8345,523.4684,2291.6558,5.2347,1.0000,LOSS,518.2338,-77.16
8346,518.2338,2291.6558,5.1823,1.0000,WIN,523.4161,-77.39
8347,523.4161,2291.6558,5.2342,1.0000,LOSS,518.1819,-77.16
8348,518.1819,2291.6558,5.1818,1.0000,LOSS,513.0001,-77.39
8349,513.0001,2291.6558,5.1300,1.0000,WIN,518.1301,-77.61
8350,518.1301,2291.6558,5.1813,1.0000,LOSS,512.9488,-77.39
8351,512.9488,2291.6558,5.1295,1.0000,WIN,518.0783,-77.62
8352,518.0783,2291.6558,5.1808,1.0000,WIN,523.2591,-77.39
8353,523.2591,2291.6558,5.2326,1.0000,WIN,528.4917,-77.17
8354,528.4917,2291.6558,5.2849,1.0000,LOSS,523.2068,-76.94
8355,523.2068,2291.6558,5.2321,1.0000,WIN,528.4388,-77.17
8356,528.4388,2291.6558,5.2844,1.0000,WIN,533.7232,-76.94
8357,533.7232,2291.6558,5.3372,1.0000,LOSS,528.3860,-76.71
8358,528.3860,2291.6558,5.2839,1.0000,WIN,533.6698,-76.94
8359,533.6698,2291.6558,5.3367,1.0000,LOSS,528.3331,-76.71
8360,528.3331,2291.6558,5.2833,1.0000,LOSS,523.0498,-76.95
8361,523.0498,2291.6558,5.2305,1.0000,LOSS,517.8193,-77.18
8362,517.8193,2291.6558,5.1782,1.0000,WIN,522.9975,-77.40
8363,522.9975,2291.6558,5.2300,1.0000,WIN,528.2275,-77.18
8364,528.2275,2291.6558,5.2823,1.0000,LOSS,522.9452,-76.95
8365,522.9452,2291.6558,5.2295,1.0000,WIN,528.1747,-77.18
8366,528.1747,2291.6558,5.2817,1.0000,LOSS,522.8929,-76.95
8367,522.8929,2291.6558,5.2289,1.0000,LOSS,517.6640,-77.18
8368,517.6640,2291.6558,5.1766,1.0000,LOSS,512.4873,-77.41
8369,512.4873,2291.6558,5.1249,1.0000,WIN,517.6122,-77.64
8370,517.6122,2291.6558,5.1761,1.0000,WIN,522.7883,-77.41
8371,522.7883,2291.6558,5.2279,1.0000,LOSS,517.5605,-77.19
8372,517.5605,2291.6558,5.1756,1.0000,LOSS,512.3849,-77.42
8373,512.3849,2291.6558,5.1238,1.0000,LOSS,507.2610,-77.64
8374,507.2610,2291.6558,5.0726,1.0000,LOSS,502.1884,-77.86
8375,502.1884,2291.6558,5.0219,1.0000,WIN,507.2103,-78.09
8376,507.2103,2291.6558,5.0721,1.0000,LOSS,502.1382,-77.87
8377,502.1382,2291.6558,5.0214,1.0000,LOSS,497.1168,-78.09
8378,497.1168,2291.6558,4.9712,1.0000,LOSS,492.1456,-78.31
8379,492.1456,2291.6558,4.9215,1.0000,LOSS,487.2242,-78.52
8380,487.2242,2291.6558,4.8722,1.0000,LOSS,482.3519,-78.74
8381,482.3519,2291.6558,4.8235,1.0000,LOSS,477.5284,-78.95
8382,477.5284,2291.6558,4.7753,1.0000,LOSS,472.7531,-79.16
8383,472.7531,2291.6558,4.7275,1.0000,WIN,477.4807,-79.37
8384,477.4807,2291.6558,4.7748,1.0000,LOSS,472.7059,-79.16
8385,472.7059,2291.6558,4.7271,1.0000,LOSS,467.9788,-79.37
8386,467.9788,2291.6558,4.6798,1.0000,WIN,472.6586,-79.58
8387,472.6586,2291.6558,4.7266,1.0000,LOSS,467.9320,-79.37
8388,467.9320,2291.6558,4.6793,1.0000,LOSS,463.2527,-79.58
8389,463.2527,2291.6558,4.6325,1.0000,WIN,467.8852,-79.79
8390,467.8852,2291.6558,4.6789,1.0000,WIN,472.5641,-79.58
8391,472.5641,2291.6558,4.7256,1.0000,LOSS,467.8384,-79.38
8392,467.8384,2291.6558,4.6784,1.0000,LOSS,463.1600,-79.59
8393,463.1600,2291.6558,4.6316,1.0000,LOSS,458.5284,-79.79
8394,458.5284,2291.6558,4.5853,1.0000,WIN,463.1137,-79.99
8395,463.1137,2291.6558,4.6311,1.0000,LOSS,458.4826,-79.79
8396,458.4826,2291.6558,4.5848,1.0000,LOSS,453.8977,-79.99
8397,453.8977,2291.6558,4.5390,1.0000,LOSS,449.3588,-80.19
8398,449.3588,2291.6558,4.4936,1.0000,LOSS,444.8652,-80.39
8399,444.8652,2291.6558,4.4487,1.0000,WIN,449.3138,-80.59
8400,449.3138,2291.6558,4.4931,1.0000,WIN,453.8070,-80.39
8401,453.8070,2291.6558,4.5381,1.0000,LOSS,449.2689,-80.20
8402,449.2689,2291.6558,4.4927,1.0000,LOSS,444.7762,-80.40
8403,444.7762,2291.6558,4.4478,1.0000,WIN,449.2240,-80.59
8404,449.2240,2291.6558,4.4922,1.0000,LOSS,444.7317,-80.40
8405,444.7317,2291.6558,4.4473,1.0000,WIN,449.1791,-80.59
8406,449.1791,2291.6558,4.4918,1.0000,WIN,453.6708,-80.40
8407,453.6708,2291.6558,4.5367,1.0000,WIN,458.2076,-80.20
8408,458.2076,2291.6558,4.5821,1.0000,WIN,462.7896,-80.01
8409,462.7896,2291.6558,4.6279,1.0000,WIN,467.4175,-79.81
8410,467.4175,2291.6558,4.6742,1.0000,LOSS,462.7434,-79.60
